Code_Article,Libelle_Article,Rayon,Famille,Sous famille,Categorie,Sous_Categorie,Prix,combined,similar_product_in_dataset2,Prix_Produit_dataset2,Description_Produit_dataset2,similar_product_in_dataset3,Prix_Produit_dataset3,Prix_Produit_Avant_Promos_dataset3,Description_Produit_dataset3
662140417,"B.Gaz Au Pulpe Orange ORANGINA Pet 1,2L",1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010901 - ORANGE,1173201090158 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2990,"nom_produit : b.gaz au pulpe orange orangina pet 1,2l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits",,,,,,,
662180267,"B.Gaz Orange VIVA Pet 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010901 - ORANGE,1173201090158 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2590,"nom_produit : b.gaz orange viva pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits",,,,,,,
662181407,B.Gaz Orange PUNCH PET 1.5L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010901 - ORANGE,1173201090158 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2060,nom_produit : b.gaz orange punch pet 1.5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662181447,B.Gaz Au Pulpe Orange PUNCH Pet 1.5L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010901 - ORANGE,1173201090158 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2140,nom_produit : b.gaz au pulpe orange punch pet 1.5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662181727,B.Gaz Orange PUNCH PET 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010901 - ORANGE,1173201090158 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2700,nom_produit : b.gaz orange punch pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662181767,B.Gaz Au Pulpe Orange PUNCH Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010901 - ORANGE,1173201090158 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2550,nom_produit : b.gaz au pulpe orange punch pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662100327,B.GAZ ORANGE FANTA PET 50CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010901 - ORANGE,1173201090159 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,1380,nom_produit : b.gaz orange fanta pet 500.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662140337,B.Gaz TROPICO Pet 50CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010901 - ORANGE,1173201090159 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,1450,nom_produit : b.gaz tropico pet 500.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662140397,B.Gaz Au Pulpe Orange ORANGINA Pet 40CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010901 - ORANGE,1173201090159 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,950,nom_produit : b.gaz au pulpe orange orangina pet 400.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662140407,B.Gaz Au Pulpe Orange ORANGINA Pet 80CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010901 - ORANGE,1173201090159 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,2490,nom_produit : b.gaz au pulpe orange orangina pet 800.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662181457,B.Gaz Orange PUNCH PET 0.5L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010901 - ORANGE,1173201090159 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,1490,nom_produit : b.gaz orange punch pet 0.5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662181497,B.Gaz Au Pulpe Orange PUNCH Pet 0.5L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010901 - ORANGE,1173201090159 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,1700,nom_produit : b.gaz au pulpe orange punch pet 0.5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662000087,B.Gaz FANTA Orange Bte 24Cl,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010901 - ORANGE,1173201090162 - BOITE METAL,1200,nom_produit : b.gaz fanta orange bte 240.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,FANTA citron,1 dt 070,La canette de 24cl,,,,
662100057,B.Gaz Citron FANTA Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010913 - CITRON,1173201091358 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2360,nom_produit : b.gaz citron fanta pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662100217,"B.Gaz Citron FANTA Pet 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010913 - CITRON,1173201091358 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2990,"nom_produit : b.gaz citron fanta pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits",,,,,,,
662140347,B.Gaz Ananas PUNCH PET 1.5L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010913 - CITRON,1173201091358 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2990,nom_produit : b.gaz ananas punch pet 1.5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662180036,B.Gaz Citron SCHWEPPES Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010913 - CITRON,1173201091358 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2590,nom_produit : b.gaz citron schweppes pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662180318,B.Gaz SPRITE Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010913 - CITRON,1173201091358 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2360,nom_produit : b.gaz sprite pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662180837,B.Gaz Citron VIVA Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010913 - CITRON,1173201091358 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2340,nom_produit : b.gaz citron viva pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662181027,"B.Gaz Citron VIVA Pet 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010913 - CITRON,1173201091358 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2590,"nom_produit : b.gaz citron viva pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits",,,,,,,
662181427,B.Gaz Citron PUNCH PET 1.5L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010913 - CITRON,1173201091358 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2960,nom_produit : b.gaz citron punch pet 1.5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662181747,B.Gaz Citron PUNCH PET 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010913 - CITRON,1173201091358 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2520,nom_produit : b.gaz citron punch pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662187236,"B.Gaz SPRITE Pet 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010913 - CITRON,1173201091358 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2990,"nom_produit : b.gaz sprite pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits",,,,,,,
662100567,B.Gaz Citron FANTA Pet 50CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010913 - CITRON,1173201091359 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,1390,nom_produit : b.gaz citron fanta pet 500.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662140367,B.GAZ FANTA CITRON PET 30CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010913 - CITRON,1173201091359 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,1120,nom_produit : b.gaz fanta citron pet 300.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662180056,B.Gaz Citron SCHWEPPES Pet 50CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010913 - CITRON,1173201091359 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,1690,nom_produit : b.gaz citron schweppes pet 500.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662180328,B.Gaz SPRITE Pet 50CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010913 - CITRON,1173201091359 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,1390,nom_produit : b.gaz sprite pet 500.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662180517,B.Gaz Citron VIVA Pet 50CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010913 - CITRON,1173201091359 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,1460,nom_produit : b.gaz citron viva pet 500.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662181477,B.Gaz Citron PUNCH PET 0.5L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010913 - CITRON,1173201091359 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,1490,nom_produit : b.gaz citron punch pet 0.5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662100767,B.Gaz Fanta Ctron Bte 24Cl,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010913 - CITRON,1173201091362 - BOITE METAL,1240,nom_produit : b.gaz fanta ctron bte 240.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,FANTA citron,1 dt 070,La canette de 24cl,,,,
662100167,B.Gaz Pomme APLA Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010915 - POMME,1173201091558 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2360,nom_produit : b.gaz pomme apla pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662100557,"B.Gaz Pomme APLA Pet 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010915 - POMME,1173201091558 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2990,"nom_produit : b.gaz pomme apla pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits",,,,,,,
662140287,B.GAZ FANTA TROPICAL PET 1.5L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010915 - POMME,1173201091558 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2990,nom_produit : b.gaz fanta tropical pet 1.5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662180347,"B.Gaz Pomme FANTA Pet 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010915 - POMME,1173201091558 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2990,"nom_produit : b.gaz pomme fanta pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits",,,,,,,
662180358,B.Gaz Pomme FANTA Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010915 - POMME,1173201091558 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2360,nom_produit : b.gaz pomme fanta pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662181167,"B.Gaz Pomme VIVA Pet 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010915 - POMME,1173201091558 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,3090,"nom_produit : b.gaz pomme viva pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits",,,,,,,
662181417,B.Gaz Pomme PUNCH PET 1.5L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010915 - POMME,1173201091558 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2990,nom_produit : b.gaz pomme punch pet 1.5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662181737,B.Gaz Pomme PUNCH PET 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010915 - POMME,1173201091558 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,2520,nom_produit : b.gaz pomme punch pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662100467,B.Gaz Pomme APLA Pet 50CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010915 - POMME,1173201091559 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,1390,nom_produit : b.gaz pomme apla pet 500.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662140377,B.GAZ FANTA POMME PET 30CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010915 - POMME,1173201091559 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,1100,nom_produit : b.gaz fanta pomme pet 300.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,Boisson Gazeuse Punch Pomme,1.140 TND,none, 30cl
662181467,B.Gaz Pomme PUNCH PET 0.5L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010915 - POMME,1173201091559 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,1150,nom_produit : b.gaz pomme punch pet 0.5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662187286,B.Gaz Pomme FANTA Pet 0.5L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010915 - POMME,1173201091559 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,1390,nom_produit : b.gaz pomme fanta pet 0.5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662187547,B.Gaz Chani Raoua Pet 50CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010915 - POMME,1173201091559 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,1420,nom_produit : b.gaz chani raoua pet 500.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662000187,B.Gaz Apla Bte 24Cl,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010915 - POMME,1173201091562 - BOITE METAL,1240,nom_produit : b.gaz apla bte 240.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,SCHWEPPES citron,1 dt 070,La canette de 24cl,,,,
662100177,B.Gaz Ananas SCHWEPPES Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010999 - AUTRES,1173201099902 - X1,2590,nom_produit : b.gaz ananas schweppes pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662100237,"B.Gaz Ananas SCHWEPPES Pet 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010999 - AUTRES,1173201099902 - X1,2990,"nom_produit : b.gaz ananas schweppes pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits",,,,,,,
662180116,B.Gaz Agrume SCHWEPPES Pet 50CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010999 - AUTRES,1173201099902 - X1,1690,nom_produit : b.gaz agrume schweppes pet 500.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662180216,B.Gaz Agrume SCHWEPPES Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010999 - AUTRES,1173201099902 - X1,2590,nom_produit : b.gaz agrume schweppes pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662180257,"B.Gaz Peche VIVA Pet 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010999 - AUTRES,1173201099902 - X1,3090,"nom_produit : b.gaz peche viva pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits",,,,,,,
662180497,B.Gaz Peche VIVA Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010999 - AUTRES,1173201099902 - X1,2490,nom_produit : b.gaz peche viva pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662180627,B.Gaz Peche VIVA Pet 50CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010999 - AUTRES,1173201099902 - X1,1520,nom_produit : b.gaz peche viva pet 500.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662181337,"B.Gaz RAOUA CASSIS FRAMBOISE PET 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010999 - AUTRES,1173201099902 - X1,3090,"nom_produit : b.gaz raoua cassis framboise pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits",,,,,,,
662181587,"B.Gaz VIVA CASSIS FRAMBOISE PET 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010999 - AUTRES,1173201099902 - X1,3090,"nom_produit : b.gaz viva cassis framboise pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits",,,,,,,
662187537,B.GAZ MOJITO BOGA PET 50CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010999 - AUTRES,1173201099902 - X1,1390,nom_produit : b.gaz mojito boga pet 500.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662187577,B.Gaz Grenade PUNCH PET 1.5L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010999 - AUTRES,1173201099902 - X1,3200,nom_produit : b.gaz grenade punch pet 1.5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,,,,
662187587,B.Gaz Grenade PUNCH PET 30CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010999 - AUTRES,1173201099902 - X1,1150,nom_produit : b.gaz grenade punch pet 300.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,Boisson Gazeuse Punch Cidre,1.140 TND,none, 30cl
