Code_Article,Nom_Produit,Description_Produit,Categorie 1,Categorie 2,Categorie,Sous_Categorie,combined,similar_product_in_dataset2,Prix_Produit_dataset2,Description_Produit_dataset2,Source_dataset2,Site_dataset2,Categorie_dataset2,Lien_Categorie1_dataset2,Categorie 1_dataset2,Lien_Categorie2_dataset2,Categorie 2_dataset2,Lien_Categorie3_dataset2,Categorie 3_dataset2,Nom_Produit_dataset2,Lien_Produit_dataset2,Description_Produit_dataset2,Prix_Produit_dataset2,Marque_Produit_dataset2,combined_dataset2
662080417.0,FANTA ORANGE PET 30 CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320107 - COLAS,11732010701 - STANDARD,1173201070159 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,nom_produit : fanta orange pet 300.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320107 - colas,FANTA orange,1 dt 050,La bouteille de 30cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,BOGA mojito,https://www.carrefour.tn/default/boga-mojito-null-6194019602363.html,,2 dt 390,BOGA,nom_produit : boga mojito description_produit :  marque_produit : boga categorie 1: soda categorie 2 : 
662080427.0,B.GAZ BOGA SS SUCRE PET 30CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320107 - COLAS,11732010701 - STANDARD,1173201070159 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,nom_produit : b.gaz boga ss sucre pet 300.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320107 - colas,BOGA sans sucre,1 dt 050,La bouteille de 30cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,FANTA pomme,https://www.carrefour.tn/default/fanta-pomme-null-5449000037947.html,,2 dt 280,FANTA,nom_produit : fanta pomme description_produit :  marque_produit : fanta categorie 1: soda categorie 2 : 
662080437.0,B.G CIDRE PUNCH PET 30 CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320111 - BOISSONS AUX FRUITS GAZEUSES,11732011199 - AUTRES,1173201119962 - BOITE METAL,nom_produit : b.g cidre punch pet 300.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320111 - boissons aux fruits gazeuses,PUNCH cidre,1 dt 170,La bouteille de 30cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,PUNCH lime,https://www.carrefour.tn/default/punch-lime-0.3l-6191534803053.html,La bouteille de 0.3L,1 dt 170,PUNCH,nom_produit : punch lime description_produit : la bouteille de 0.3l marque_produit : punch categorie 1: soda categorie 2 : 
662080447.0,B.G POMME PUNCH PET 30 CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320111 - BOISSONS AUX FRUITS GAZEUSES,11732011199 - AUTRES,1173201119962 - BOITE METAL,nom_produit : b.g pomme punch pet 300.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320111 - boissons aux fruits gazeuses,PUNCH cidre,1 dt 170,La bouteille de 30cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,SCHWEPPES citron,https://www.carrefour.tn/default/schweppes-citron-0.5l-40822747.html,La bouteille de 0.5L,1 dt 690,SCHWEPPES,nom_produit : schweppes citron description_produit : la bouteille de 0.5l marque_produit : schweppes categorie 1: soda categorie 2 : 
662080457.0,B.G ORANGE PUNCH PET 30 CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320111 - BOISSONS AUX FRUITS GAZEUSES,11732011199 - AUTRES,1173201119962 - BOITE METAL,nom_produit : b.g orange punch pet 300.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320111 - boissons aux fruits gazeuses,PUNCH à la pulpe d'orange,1 dt 350,La bouteille de 30cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,ORANGINA jaune,https://www.carrefour.tn/default/orangina-jaune-0.8l-6191525200274.html,La bouteille de 0.8L,2 dt 280,ORANGINA,nom_produit : orangina jaune description_produit : la bouteille de 0.8l marque_produit : orangina categorie 1: soda categorie 2 : 
662080467.0,B.G PULPE PUNCH PET 30 CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320107 - COLAS,11732010701 - STANDARD,1173201070159 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,nom_produit : b.g pulpe punch pet 300.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320107 - colas,PUNCH à la pulpe d'orange,1 dt 350,La bouteille de 30cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,ORANGINA jaune,https://www.carrefour.tn/default/orangina-jaune-0.4l-6191525200281.html,La bouteille de 0.4L,1 dt 370,ORANGINA,nom_produit : orangina jaune description_produit : la bouteille de 0.4l marque_produit : orangina categorie 1: soda categorie 2 : 
662080477.0,B.Gaz Lim PUNCH PET 1.5L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010901 - ORANGE,1173201090158 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,nom_produit : b.gaz lim punch pet 1.5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,ORANGINA,https://www.carrefour.tn/default/orangina-1.2l-6191525200267.html,La bouteille de 1.2L,2 dt 840,ORANGINA,nom_produit : orangina description_produit : la bouteille de 1.2l marque_produit : orangina categorie 1: soda categorie 2 : 
662080487.0,B.Gaz Lim PUNCH PET 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010901 - ORANGE,1173201090158 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,nom_produit : b.gaz lim punch pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,FANTA pomme,https://www.carrefour.tn/default/fanta-pomme-24cl-5449000299666.html,La canette de 24cl,1 dt 070,FANTA,nom_produit : fanta pomme description_produit : la canette de 240.0ml marque_produit : fanta categorie 1: soda categorie 2 : 
662100017.0,B.Gaz Orange FANTA Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010901 - ORANGE,1173201090158 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,nom_produit : b.gaz orange fanta pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,FANTA citron,https://www.carrefour.tn/default/fanta-citron-24cl-5449000303592.html,La canette de 24cl,1 dt 070,FANTA,nom_produit : fanta citron description_produit : la canette de 240.0ml marque_produit : fanta categorie 1: soda categorie 2 : 
662100027.0,B.Gaz Lime BOGA Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320103 - CLEAR LIMES,11732010301 - LIMES,1173201030158 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,nom_produit : b.gaz lime boga pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320103 - clear limes,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,FANTA orange,https://www.carrefour.tn/default/fanta-orange-30cl-90377235.html,La bouteille de 30cl,1 dt 050,FANTA,nom_produit : fanta orange description_produit : la bouteille de 300.0ml marque_produit : fanta categorie 1: soda categorie 2 : 
662100057.0,B.Gaz Citron FANTA Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010913 - CITRON,1173201091358 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,nom_produit : b.gaz citron fanta pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,BOGA pêche abricot,https://www.carrefour.tn/default/boga-peche-abricot-30cl-6194019608341.html,La bouteille de 30cl,1 dt 150,BOGA,nom_produit : boga pêche abricot description_produit : la bouteille de 300.0ml marque_produit : boga categorie 1: soda categorie 2 : 
662100067.0,B.Gaz Indian Tonic SCHWEPPES Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320105 - SODAS AUX EXTRAITS DE PLANTES,11732010503 - TONIC,1173201050358 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,nom_produit : b.gaz indian tonic schweppes pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320105 - sodas aux extraits de plantes,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,BOGA Mojito,https://www.carrefour.tn/default/boga-mojito-30cl-6194019608273.html,La bouteille de 30cl,1 dt 150,BOGA,nom_produit : boga mojito description_produit : la bouteille de 300.0ml marque_produit : boga categorie 1: soda categorie 2 : 
662100157.0,B.Gaz Cidre BOGA Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320105 - SODAS AUX EXTRAITS DE PLANTES,11732010599 - AUTRES,1173201059902 - X1,nom_produit : b.gaz cidre boga pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320105 - sodas aux extraits de plantes,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,BOGA fruits rouges,https://www.carrefour.tn/default/boga-fruits-rouges-30cl-6194019608358.html,La bouteille de 30cl,1 dt 150,BOGA,nom_produit : boga fruits rouges description_produit : la bouteille de 300.0ml marque_produit : boga categorie 1: soda categorie 2 : 
662100167.0,B.Gaz Pomme APLA Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010915 - POMME,1173201091558 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,nom_produit : b.gaz pomme apla pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,BOGA cidre,https://www.carrefour.tn/default/boga-cidre-1l-6194005660278.html,La bouteille de 1L,2 dt 280,BOGA,nom_produit : boga cidre description_produit : la bouteille de 1l marque_produit : boga categorie 1: soda categorie 2 : 
662100177.0,B.Gaz Ananas SCHWEPPES Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010999 - AUTRES,1173201099902 - X1,nom_produit : b.gaz ananas schweppes pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,BOGA cidre,https://www.carrefour.tn/default/boga-cidre-30cl-6194019608181.html,La bouteille de 30cl,1 dt 050,BOGA,nom_produit : boga cidre description_produit : la bouteille de 300.0ml marque_produit : boga categorie 1: soda categorie 2 : 
662100207.0,"B.Gaz Orange FANTA Pet 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010901 - ORANGE,1173201090158 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,"nom_produit : b.gaz orange fanta pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits",,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,APLA pomme,https://www.carrefour.tn/default/apla-pomme-1.5l-6194019605289.html,La bouteille de 1.5L,2 dt 840,APLA,nom_produit : apla pomme description_produit : la bouteille de 1.5l marque_produit : apla categorie 1: soda categorie 2 : 
662100217.0,"B.Gaz Citron FANTA Pet 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010913 - CITRON,1173201091358 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,"nom_produit : b.gaz citron fanta pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits",,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,PUNCH ananas,https://www.carrefour.tn/default/punch-ananas-30cl-6191534803282.html,La bouteille de 30cl,1 dt 170,PUNCH,nom_produit : punch ananas description_produit : la bouteille de 300.0ml marque_produit : punch categorie 1: soda categorie 2 : 
662100227.0,"B.Gaz Cidre BOGA Pet 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320105 - SODAS AUX EXTRAITS DE PLANTES,11732010599 - AUTRES,1173201059902 - X1,"nom_produit : b.gaz cidre boga pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320105 - sodas aux extraits de plantes",,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,ORANGINA,https://www.carrefour.tn/default/orangina-24cl-6191525200250.html,La canette de 24cl,1 dt 380,ORANGINA,nom_produit : orangina description_produit : la canette de 240.0ml marque_produit : orangina categorie 1: soda categorie 2 : 
662100237.0,"B.Gaz Ananas SCHWEPPES Pet 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010999 - AUTRES,1173201099902 - X1,"nom_produit : b.gaz ananas schweppes pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits",,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,PUNCH lime,https://www.carrefour.tn/default/punch-lime-null-6191534803077.html,La bouteille de 1L,2 dt 470,PUNCH,nom_produit : punch lime description_produit : la bouteille de 1l marque_produit : punch categorie 1: soda categorie 2 : 
662100327.0,B.GAZ ORANGE FANTA PET 50CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010901 - ORANGE,1173201090159 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,nom_produit : b.gaz orange fanta pet 500.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,PUNCH citron,https://www.carrefour.tn/default/punch-citron-null-6191534802339.html,La bouteille de 1L,2 dt 470,PUNCH,nom_produit : punch citron description_produit : la bouteille de 1l marque_produit : punch categorie 1: soda categorie 2 : 
662100457.0,B.Gaz Lime BOGA Pet 50CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320103 - CLEAR LIMES,11732010301 - LIMES,1173201030159 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,nom_produit : b.gaz lime boga pet 500.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320103 - clear limes,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,BOGA sans sucre,https://www.carrefour.tn/default/boga-sans-sucre-30cl.html,La bouteille de 30cl,1 dt 050,BOGA,nom_produit : boga sans sucre description_produit : la bouteille de 300.0ml marque_produit : boga categorie 1: soda categorie 2 : 
662100467.0,B.Gaz Pomme APLA Pet 50CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010915 - POMME,1173201091559 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,nom_produit : b.gaz pomme apla pet 500.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,BOGA lim sans sucre,https://www.carrefour.tn/default/boga-lim-sans-sucre-1l.html,La bouteille de 1L,2 dt 280,BOGA,nom_produit : boga lim sans sucre description_produit : la bouteille de 1l marque_produit : boga categorie 1: soda categorie 2 : 
662100547.0,"B.Gaz Lime BOGA Pet 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320103 - CLEAR LIMES,11732010301 - LIMES,1173201030158 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,"nom_produit : b.gaz lime boga pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320103 - clear limes",,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,BOGA lim sans sucre,https://www.carrefour.tn/default/boga-lim-sans-sucre.html,La canette de 24cl,1 dt 070,BOGA,nom_produit : boga lim sans sucre description_produit : la canette de 240.0ml marque_produit : boga categorie 1: soda categorie 2 : 
662100557.0,"B.Gaz Pomme APLA Pet 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010915 - POMME,1173201091558 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,"nom_produit : b.gaz pomme apla pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits",,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,Boga menthe,https://www.carrefour.tn/default/boga-menthe.html,La canette de 24cl,1 dt 090,BOGA,nom_produit : boga menthe description_produit : la canette de 240.0ml marque_produit : boga categorie 1: soda categorie 2 : 
662100567.0,B.Gaz Citron FANTA Pet 50CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010913 - CITRON,1173201091359 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,nom_produit : b.gaz citron fanta pet 500.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,Punch lime,https://www.carrefour.tn/default/null-null-6191534803084.html,La bouteille de 1.5L,2 dt 900,PUNCH,nom_produit : punch lime description_produit : la bouteille de 1.5l marque_produit : punch categorie 1: soda categorie 2 : 
662100757.0,B.GAZ BOGA SS SUCRE PET 1L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320105 - SODAS AUX EXTRAITS DE PLANTES,11732010501 - MENTHE,1173201050158 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,nom_produit : b.gaz boga ss sucre pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320105 - sodas aux extraits de plantes,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,PUNCH citron,https://www.carrefour.tn/default/null-null-6191534802278.html,La bouteille de 1.5L,2 dt 900,PUNCH,nom_produit : punch citron description_produit : la bouteille de 1.5l marque_produit : punch categorie 1: soda categorie 2 : 
662100767.0,B.Gaz Fanta Ctron Bte 24Cl,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010913 - CITRON,1173201091362 - BOITE METAL,nom_produit : b.gaz fanta ctron bte 240.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,FANTA citron,1 dt 070,La canette de 24cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,PUNCH ananas,https://www.carrefour.tn/default/null-null-6191534803312.html,La bouteille de 1.5L,2 dt 900,PUNCH,nom_produit : punch ananas description_produit : la bouteille de 1.5l marque_produit : punch categorie 1: soda categorie 2 : 
662100777.0,B.Gaz COCA COLA ZERO Bte 24Cl,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320107 - COLAS,11732010720 - STANDARD LIGHT,1173201072062 - BOITE METAL,nom_produit : b.gaz coca cola zero bte 240.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320107 - colas,COCA COLA zéro,1 dt 070,La canette de 24cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,VIVA pêche,https://www.carrefour.tn/default/viva-peche-1l-6194007891090.html,La bouteille de 1L,2 dt 300,VIVA,nom_produit : viva pêche description_produit : la bouteille de 1l marque_produit : viva categorie 1: soda categorie 2 : 
662140268.0,B.G SCHWEPPES AGRUMES Bte 24 CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320105 - SODAS AUX EXTRAITS DE PLANTES,11732010503 - TONIC,1173201050362 - BOITE METAL,nom_produit : b.g schweppes agrumes bte 240.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320105 - sodas aux extraits de plantes,SCHWEPPES citron,1 dt 070,La canette de 24cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,VIVA orange,https://www.carrefour.tn/default/viva-orange-1l-6194007891274.html,La bouteille de 1L,2 dt 300,VIVA,nom_produit : viva orange description_produit : la bouteille de 1l marque_produit : viva categorie 1: soda categorie 2 : 
662140278.0,B.G SCHWEPPES CITRON Bte 24 CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320105 - SODAS AUX EXTRAITS DE PLANTES,11732010503 - TONIC,1173201050362 - BOITE METAL,nom_produit : b.g schweppes citron bte 240.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320105 - sodas aux extraits de plantes,SCHWEPPES citron,1 dt 070,La canette de 24cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,VIVA citron,https://www.carrefour.tn/default/viva-citron-1l-6194007840050.html,La bouteille de 1L,2 dt 300,VIVA,nom_produit : viva citron description_produit : la bouteille de 1l marque_produit : viva categorie 1: soda categorie 2 : 
662140287.0,B.GAZ FANTA TROPICAL PET 1.5L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320109 - SODAS AUX EXTRAITS DE FRUITS,11732010915 - POMME,1173201091558 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,nom_produit : b.gaz fanta tropical pet 1.5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320109 - sodas aux extraits de fruits,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,COCA COLA zéro,https://www.carrefour.tn/default/coca-cola-zero-544900066581.html,La canette de 24cl,1 dt 070,COCA COLA,nom_produit : coca cola zéro description_produit : la canette de 240.0ml marque_produit : coca cola categorie 1: soda categorie 2 : 
662140288.0,B.G SCHWEPPES TONIC Bte 24 CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320105 - SODAS AUX EXTRAITS DE PLANTES,11732010503 - TONIC,1173201050362 - BOITE METAL,nom_produit : b.g schweppes tonic bte 240.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320105 - sodas aux extraits de plantes,SCHWEPPES tonic,1 dt 070,La canette de 24cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,BOGA lim,https://www.carrefour.tn/default/boga-lim-6194019602400.html,La canette de 24cl,1 dt 070,BOGA,nom_produit : boga lim description_produit : la canette de 240.0ml marque_produit : boga categorie 1: soda categorie 2 : 
662140297.0,B.GAZ FANTA TROPICAL PET 50Cl,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320107 - COLAS,11732010701 - STANDARD,1173201070159 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,nom_produit : b.gaz fanta tropical pet 500.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320107 - colas,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,APLA pomme,https://www.carrefour.tn/default/apla-pomme-6194019602455.html,La canette de 24cl,1 dt 070,APLA,nom_produit : apla pomme description_produit : la canette de 240.0ml marque_produit : apla categorie 1: soda categorie 2 : 
662140298.0,B.G SPRITE Bte 24 CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320105 - SODAS AUX EXTRAITS DE PLANTES,11732010503 - TONIC,1173201050362 - BOITE METAL,nom_produit : b.g sprite bte 240.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320105 - sodas aux extraits de plantes,SCHWEPPES citron,1 dt 070,La canette de 24cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,BOGA cidre,https://www.carrefour.tn/default/boga-cidre-6194019602424.html,La canette de 24cl,1 dt 070,BOGA,nom_produit : boga cidre description_produit : la canette de 240.0ml marque_produit : boga categorie 1: soda categorie 2 : 
